,no_internet,population,unemp,health_ins,poverty,SNAP,broad_num,broad_avail,broad_cost,all25_bbn
"Leslie County, Kentucky",37.2,9877,8.2,4.5,35.6,26.3,5,56.1,63.97,5.526580779
"Letcher County, Kentucky",32.3,21553,7.4,5.4,32.4,31.6,4,89.2,70.37,6.135575381
"Lewis County, Kentucky",34.5,13275,8.9,5.6,28.1,27.9,2,75.9,71.96,5.608650712
"Lincoln County, Kentucky",36.3,24549,5,9.4,24.1,18.6,3,79,75.73,6.032563108
"Livingston County, Kentucky",32.7,9194,5.7,3.8,13.6,14.3,6,72.1,74.72,4.404324445
"Logan County, Kentucky",37.5,27102,4,6.9,17.3,12.7,3,70.7,63.57,5.416503646
"Lyon County, Kentucky",30.7,8210,4.7,6.6,15.4,10.9,2,28.5,76.48,4
"McCracken County, Kentucky",24.5,65418,4.9,5.9,15.8,13.5,6,95.9,67.15,7.015898514
"McCreary County, Kentucky",46.2,17231,6,4.9,37.5,31.5,2,100,52.47,4
"McLean County, Kentucky",28.6,9207,4.4,6.4,16.9,15.7,3,85.6,74.59,4.408248082
"Madison County, Kentucky",21.5,92987,3.9,5.4,19,14,7,98.4,78.57,7.581321121
"Magoffin County, Kentucky",32.9,12161,11,5,27.6,34.8,1,78.3,62.65,4.951242754
"Marion County, Kentucky",32.7,19273,3.9,6.4,22.8,22.3,3,47.5,65.73,7.278575855
"Marshall County, Kentucky",21.9,31100,4.7,4.6,11.4,9.9,3,98.1,76.64,8.760489149
"Martin County, Kentucky",30.3,11195,6.9,6.6,26.3,29.1,2,100,105,3
"Mason County, Kentucky",29.6,17070,5.8,7.8,18.1,16.3,4,50.1,75.73,8.660931363
"Meade County, Kentucky",15.8,28572,4.6,5.6,11.7,12,4,100,68.58,5
"Menifee County, Kentucky",33.9,6489,6.9,3.6,22.9,21.7,2,66.4,64.97,3
"Mercer County, Kentucky",25.3,21933,4.6,6.6,16,13.3,1,80.1,75.73,7
"Metcalfe County, Kentucky",26.3,10071,4.8,5.7,23.7,20,3,79.3,70,4
"Monroe County, Kentucky",33.7,10650,3.9,9.1,24.3,15.2,3,88.4,66.65,5.516712865
"Montgomery County, Kentucky",28.6,28157,5.3,7.3,20.7,18.8,3,93.2,70.74,7.147822128
"Morgan County, Kentucky",32.8,13309,5.4,5.9,24.7,27.2,1,77.1,59.95,3
"Muhlenberg County, Kentucky",30.3,30622,6.2,6.4,17.4,16.9,5,80.4,75.72,4.767839724
"Nelson County, Kentucky",20.8,46233,4.5,5,10.9,11.8,7,95.9,67.03,9.180523624
"Nicholas County, Kentucky",39,7269,4.4,9.3,25.8,21.8,1,43.8,74.31,7
"Ohio County, Kentucky",30.5,23994,5.1,5.4,20.5,14.9,2,57.2,74.31,3.446245361
"Oldham County, Kentucky",9.6,66799,3.3,3,5.5,4.4,5,98.6,70.74,8.330770558
"Owen County, Kentucky",41.7,10901,4.6,4.8,16.4,15.2,5,64.2,58.81,6.027520306
"Owsley County, Kentucky",38,4415,7,2.2,34.7,47.7,1,100,43.97,5
"Pendleton County, Kentucky",31,14590,3.8,5.3,17.6,15,5,72.6,49.98,7.24226691
"Perry County, Kentucky",28.6,25758,6.1,6,27.1,31.1,6,96.4,69.31,7.19038422
"Pike County, Kentucky",28.2,57876,5.8,5.8,26.5,22.1,3,69.8,71.06,4.395844267
"Powell County, Kentucky",38.7,12359,5.4,5.7,21.9,28.1,4,42.3,70.74,7.448813883
"Pulaski County, Kentucky",31.7,64979,4.7,5.9,23.6,18.5,2,97.3,64.98,5.912958007
"Robertson County, Kentucky",50.8,2108,5.4,7.7,27.1,16.7,1,46.1,60,6
"Rockcastle County, Kentucky",33.7,16695,4.8,4.6,21,23,4,94.2,52.97,6.657708628
"Rowan County, Kentucky",18.8,24460,5.3,5.5,26,20.1,2,98.7,69.99,8.330478868
"Russell County, Kentucky",36.8,17923,5.7,8.9,24.6,17.5,4,88.1,49.95,6.434782609
"Scott County, Kentucky",16.3,57004,3.5,6.2,12,12.2,6,86.8,58.98,10.24501509
"Shelby County, Kentucky",21.7,49024,3.4,8.9,12.6,12.2,7,88.3,65.39,9.027845068
"Simpson County, Kentucky",29.6,18572,4.5,7,15.5,11.8,1,68.2,72.58,5
"Spencer County, Kentucky",12.1,19351,3.6,3.7,8.4,5.4,6,81.3,63.84,9.565645855
"Taylor County, Kentucky",25.1,25769,4.3,5.5,24.3,18,2,91.3,79.99,8
"Todd County, Kentucky",43.9,12294,3.9,15.3,18,20.3,5,61.7,71.99,6.666922095
"Trigg County, Kentucky",31.9,14651,4.7,9.6,10.6,10.9,1,80.8,76.48,5
"Trimble County, Kentucky",32.9,8471,4.4,5.2,19,14.3,1,81.2,68.22,4
"Union County, Kentucky",29.9,14381,4.5,6,22.2,13.2,2,82.1,74.31,3.725927832
"Warren County, Kentucky",17.9,132896,3.9,6,17.4,12.9,6,93.6,68.98,8.650636715
"Washington County, Kentucky",32.7,12095,3.9,7.8,16.6,14,4,36.5,64.8,7.159984727
"Wayne County, Kentucky",41.4,20333,5.8,9.8,24.6,20.9,3,77,66.97,6
"Webster County, Kentucky",37,12942,4,7.1,22.1,16.4,2,64.9,74.31,4.152408289
"Whitley County, Kentucky",37.7,36264,5.2,5.7,26,23.6,6,96.6,70.74,9.067220738
"Wolfe County, Kentucky",43.8,7157,7.1,4.7,32.3,40.7,1,84.8,59.98,3.78518613
"Woodford County, Kentucky",17.2,26734,3.1,7,14.2,10.1,4,98.3,69.39,9
"Acadia Parish, Louisiana",28.8,62045,5.3,11.5,23.9,19.3,7,72.3,69.19,7.344813237
"Allen Parish, Louisiana",30.5,25627,5.7,10.6,18.7,16.9,3,28.1,47.5,4.660218885
"Ascension Parish, Louisiana",14.9,126604,4.1,7.5,11.6,11.3,7,99.8,64.99,6.628907159
"Assumption Parish, Louisiana",30.8,21891,6.1,10.9,17.4,15.9,7,99,70.84,8.729081668
"Avoyelles Parish, Louisiana",33.8,40144,5.8,9.8,24,20.4,4,12.5,50,3.335756336
"Beauregard Parish, Louisiana",26,37497,5.2,12.1,17.2,12.7,3,52.2,62.15,5.13268747
"Bienville Parish, Louisiana",37,13241,5.9,11.5,29.2,24.9,4,4.7,47.5,3.005791705
"Bossier Parish, Louisiana",32.7,127039,4.3,8.6,16.4,11.5,7,92.6,58,7.338472894
"Caddo Parish, Louisiana",30.6,240204,5.4,10.3,23.3,18.3,7,96.4,58,8.09073363
"Calcasieu Parish, Louisiana",26.9,203436,4.1,10.9,16.9,13.7,7,92.7,53.99,7.532931224
"Caldwell Parish, Louisiana",41,9918,6.1,15.9,27.1,15.7,4,49.9,57.5,4.838135098
"Cameron Parish, Louisiana",29.2,6973,3.8,10.5,10.3,7.7,2,14,66.98,2.5717679
"Catahoula Parish, Louisiana",42.4,9494,6.4,13.8,22.1,15.7,1,1.1,57.5,2.686884953
"Claiborne Parish, Louisiana",53.7,15670,5.7,11.9,30.5,25.7,4,57.4,50,3.1926094
"Concordia Parish, Louisiana",41,19259,6.5,19,27.5,15.9,4,23.3,65,4.730260373
"De Soto Parish, Louisiana",33.6,27463,6,11.8,24.9,20.8,3,69.9,63.75,4.158311445
"East Baton Rouge Parish, Louisiana",19.8,440059,4.4,9.4,18.3,14.4,5,98.1,62.14,8.699924153
"East Carroll Parish, Louisiana",66.7,6861,10.6,11.3,48.6,29.3,1,70.4,57.5,2.882030536
"East Feliciana Parish, Louisiana",40.9,19135,4.6,9.5,19.4,14.2,3,18.2,62,6.823726542
"Evangeline Parish, Louisiana",37.8,33395,5.9,12.2,27.5,21.1,3,51,54.99,5.161538975
"Franklin Parish, Louisiana",53,20015,7.2,13,28.3,21.1,4,50.9,57.5,5.40090409
"Grant Parish, Louisiana",39.4,22389,5.8,8.8,19.7,18.3,2,37.5,58.75,4.407442792
"Iberia Parish, Louisiana",27.3,69830,5.4,11.6,21.6,20.4,6,93.9,58.19,11.29943084
"Iberville Parish, Louisiana",28.6,32511,5.9,10.8,18,22.2,4,82.9,64.99,6.860898938
"Jackson Parish, Louisiana",30,15744,4.7,11.7,26,22.6,3,62.9,58.33,3.111557584
"Jefferson Parish, Louisiana",24.3,432493,4.2,12.1,15.5,12.3,7,76.9,60.49,7.401914044
"Jefferson Davis Parish, Louisiana",31.3,31368,4.7,9.3,19.4,16.4,5,98.4,73.49,6.467856905
"Lafayette Parish, Louisiana",17.2,244390,4.3,10.8,16.5,11.6,7,98.1,58.77,11.31838356
"Lafourche Parish, Louisiana",24.8,97614,4.5,10.1,15.7,12.7,8,90.1,73.76,10.59181416
"LaSalle Parish, Louisiana",31.5,14892,4.3,9.4,22,15.4,2,3.1,79.99,3.555490008
"Lincoln Parish, Louisiana",20,46742,5.4,11,29.7,19.3,6,83.1,58,6.982881256
"Livingston Parish, Louisiana",21.2,140789,4.1,10.2,11.9,13.8,7,98.8,64.99,8.447814093
"Madison Parish, Louisiana",54.7,10951,8.1,19.7,37.8,24.8,1,68.3,68.75,2.973186813
"Morehouse Parish, Louisiana",47.5,24874,8.3,12,28.5,20.1,3,92.3,60.83,6.65503876
"Natchitoches Parish, Louisiana",42.9,38158,6,12.9,33.5,28.5,4,69.7,58.33,5.202736193
"Orleans Parish, Louisiana",30.1,390144,4.9,10.7,24.6,18.5,5,96.9,69.19,7.44947343
"Ouachita Parish, Louisiana",28.8,153279,5.3,11.1,23.9,16.8,8,97.1,64.16,7.039688665
"Plaquemines Parish, Louisiana",22,23197,4.3,8.8,19.5,11.2,6,73.3,66.82,7.192251719
"Pointe Coupee Parish, Louisiana",32.7,21730,5.4,12.6,18.3,15.5,6,67.3,63.19,5.825070159
"Rapides Parish, Louisiana",23.9,129648,5.1,10.5,19.4,17.3,6,87.8,61.99,4.960715253
"Red River Parish, Louisiana",34.1,8442,5.1,11.2,23.6,15.7,3,30.6,47.5,5
"Richland Parish, Louisiana",49.5,20122,6.3,15.5,28.9,20.9,3,47.1,57.5,3.625864691
"Sabine Parish, Louisiana",43.8,23884,5.1,13,19.5,19.2,3,6.4,61.24,4.503218149
"St. Bernard Parish, Louisiana",26.9,47244,4.9,11.4,19.7,16.5,5,99.5,66.5,7.466703817
"St. Charles Parish, Louisiana",18.5,53100,4.3,8.1,11.6,12.9,6,97.7,71.19,6.35056783
"St. James Parish, Louisiana",28.2,21096,6,10.9,16.7,15.4,5,99.6,67.23,6.440232979
"St. John the Baptist Parish, Louisiana",27.2,42837,5.6,11.4,19,19,6,100,68.15,8.031083743
"St. Landry Parish, Louisiana",35,82124,6.3,11.6,28.7,17.6,9,82.8,62.99,10.65156684
"St. Martin Parish, Louisiana",27.7,53431,5.1,11.4,17.6,16.4,8,94.5,58.19,9
"St. Mary Parish, Louisiana",31.4,49348,5.9,10.2,19,17.8,7,89.9,66.36,7.700979525
"St. Tammany Parish, Louisiana",14.9,260419,4.2,8.7,11,8.3,5,98.7,67.66,7.520832177
"Tangipahoa Parish, Louisiana",23.9,134758,5.5,11.2,22,20.9,7,89.6,69.42,7.962211398
"Terrebonne Parish, Louisiana",27.6,110461,4.6,12.5,21.6,16.3,7,99.8,71.65,9.62406015
"Union Parish, Louisiana",45.5,22108,5.8,12,18.5,13.6,6,39,62,4.912907548
"Vermilion Parish, Louisiana",24.2,59511,5.1,10.1,17.6,17.3,9,96.4,52.66,8.558648182
"Vernon Parish, Louisiana",26.5,47429,6.2,9.2,17.2,11.5,3,73.6,51.66,5.048834376
"Washington Parish, Louisiana",40,46194,5.9,13.7,26.8,27.5,2,32.2,63.75,5.105420615
"Webster Parish, Louisiana",50.7,38340,6.1,9.7,26.3,19.2,5,75,58,5.788738336
"West Baton Rouge Parish, Louisiana",23.7,26465,4.5,9.3,15.7,16,5,92,62.75,7.649366482
"West Carroll Parish, Louisiana",53.4,10830,10.7,16.6,22.7,11.5,2,34.9,57.5,2.8529259
"West Feliciana Parish, Louisiana",34.6,15568,4.1,7.6,14.7,14.6,2,33.8,60,5.965784334
"Winn Parish, Louisiana",30.7,13904,6.3,12.8,23.8,16.9,3,47.5,47.5,4.398216308
"Androscoggin County, Maine",20,108277,3,8.3,13.2,18.8,1,98.3,66.99,6.070458747
"Aroostook County, Maine",29.7,67055,4.6,9,17.2,22,3,92.6,74.78,5.704936959
"Cumberland County, Maine",13.5,295003,2.4,6.3,9.7,8.8,3,98.6,61.18,6.561559571
"Franklin County, Maine",23.5,30199,3.8,9.1,12.2,15.2,1,92.6,79.99,6.05816149
"Hancock County, Maine",20.3,54987,3.5,11.5,11.2,11.6,2,99.2,125.23,5.753517729
"Kennebec County, Maine",19.7,122302,2.9,6.5,13.3,16.5,2,80.5,74.99,5.623376944
"Knox County, Maine",17.3,39772,2.9,10.5,10.9,10.7,2,98.2,75.15,6.064891423
"Lincoln County, Maine",20.5,34634,3,10.3,12,13.5,2,87.2,74.99,5.399031833
"Oxford County, Maine",25,57975,3.6,10.1,15.9,18,5,98.5,103.48,3.96105039
"Penobscot County, Maine",19.7,152148,3.2,9.5,15.7,17.4,1,99.7,79.99,6.408286976
"Piscataquis County, Maine",30.2,16785,3.7,9.9,19.2,21.7,4,98.1,100.3,5.488220763
"Sagadahoc County, Maine",17,35856,2.3,7,9.8,10.3,2,98.3,144.98,6.229504366
"Somerset County, Maine",26.2,50484,4.5,10.4,19.3,22.7,4,97.2,125.23,5.108095632
"Waldo County, Maine",21.1,39715,3.2,11.4,13.9,14.5,4,98.7,65.18,5.379380342
"Washington County, Maine",27.4,31379,4.6,12.3,18.5,23,2,88.2,66.18,4.829349904
"York County, Maine",15.5,207641,2.7,7.3,8.4,10.3,3,97.9,144.98,6.239530573
"Allegany County, Maryland",26.6,70416,5.2,4.8,16.4,19.3,2,97.6,61.66,5.354900412
"Anne Arundel County, Maryland",10.3,579234,3.1,4.7,6,6.4,2,97.9,144.98,4.898757033
"Baltimore County, Maryland",14.9,827370,3.7,5.6,9.2,10.1,1,98.3,79.99,4.884065159
"Calvert County, Maryland",11.2,92525,3.2,4.2,5.1,7.2,2,80.8,59.99,3.564409726
"Caroline County, Maryland",23.1,33406,3.6,6.4,14.7,17.5,2,95.7,74.66,4.96780999
"Carroll County, Maryland",14.1,168447,2.9,3,5.3,6.7,3,96.3,66.47,5.274353326
"Cecil County, Maryland",19.7,102855,4,4.5,9.4,11.4,2,94.1,67.49,6.047952968
"Charles County, Maryland",14.1,163257,3.6,3.6,6.1,8.3,1,79.4,79.99,4.261757135
"Dorchester County, Maryland",25.8,31929,4.8,5.5,15.8,23.2,2,94.6,70.22,4.942408377
"Frederick County, Maryland",12.5,259547,3.2,4.8,7.1,6.8,3,75.2,65,5.845409881
"Garrett County, Maryland",25.6,29014,4.4,7.3,9.7,15.4,3,98.4,70.22,5.13904961
"Harford County, Maryland",13,255441,3.3,3.7,7.6,7.9,2,97.4,70.22,5.176235816
"Howard County, Maryland",6.6,325690,2.7,4,5.4,5.2,2,80.8,59.99,4.876208745
"Kent County, Maryland",26.8,19422,4,5.4,12.3,13.6,3,98.8,67.49,6.182211185
"Montgomery County, Maryland",9,1050688,2.9,7.4,6.9,6.4,2,97.8,144.98,4.920543875
"Prince George's County, Maryland",14.2,909327,3.8,10.8,8.9,9.9,2,91.4,59.99,4.24942975
"Queen Anne's County, Maryland",13.4,50381,3.1,4.4,5.5,7.6,2,60.9,74.99,5.229832901
"St. Mary's County, Maryland",17.6,113510,3.3,5.8,8.3,9.7,3,96.9,58.32,4.405192678
"Somerset County, Maryland",30.9,25616,6.1,6.8,20.4,23.9,3,88,59.99,4.614764062
"Talbot County, Maryland",16.6,37181,3.4,4.8,9.5,11.6,4,94.9,61.23,6.377691883
"Washington County, Maryland",24.4,151049,3.9,6.2,12.7,15.3,2,92.8,79.99,6.512802334
"Wicomico County, Maryland",22.1,103609,4.6,6.9,15.2,16.8,2,88.7,79.99,5.399540973
"Worcester County, Maryland",19.9,52276,7.4,5.9,9.3,10.2,4,99.8,62.66,5.695112621
"Baltimore city, Maryland",27.2,593490,5.1,7.2,21.8,24.5,3,87,61.98,4.33507568
"Barnstable County, Massachusetts",14.1,212990,3.9,3.2,7,7.1,5,99.8,67.73,3.125680893
"Berkshire County, Massachusetts",18.6,124944,3.5,3,11.4,13.2,4,90.1,57.98,5.623050995
"Bristol County, Massachusetts",19.8,565217,3.7,2.9,11.5,15.6,4,89.7,63.97,3.761607591
"Dukes County, Massachusetts",22.2,17332,4.1,5,8,3.6,3,99.5,63.48,3.268834787
"Essex County, Massachusetts",15.4,789034,3,3.1,10.7,14,5,97.4,59.98,4.013901781
"Franklin County, Massachusetts",18.8,70180,2.7,2.2,10.4,13,4,97.3,68.63,3.955662855
"Hampden County, Massachusetts",22.4,466372,4.1,3,17.1,22,2,88.8,69.99,5.066973822
"Hampshire County, Massachusetts",13,160830,2.7,2.4,13.3,9.4,7,93.4,64.53,4.229928831
"Middlesex County, Massachusetts",11.5,1611699,2.3,2.6,7.9,7.3,3,72.6,57.98,5.749850237
"Nantucket County, Massachusetts",7.7,11399,4.2,4.5,8.6,3.6,4,98.5,73.31,3
"Norfolk County, Massachusetts",11.1,706775,2.5,2,6.5,6.7,5,90.2,57.98,4.62670328
"Plymouth County, Massachusetts",12.8,521202,3,2.3,7.6,10.5,5,75.8,68.96,3.919898493
"Suffolk County, Massachusetts",16.9,803907,2.6,4,19.3,18.2,3,88.2,67.4,7.158892234
"Worcester County, Massachusetts",15.6,830622,3.1,2.5,10.4,12.3,6,99.5,62.18,4.107371875
"Alcona County, Michigan",30.1,10405,6.3,5.8,16,14.5,4,67.7,63.33,3.592182891
"Alger County, Michigan",27.4,9108,7.8,7.2,11.6,11.5,4,76.8,62.74,4.950814073
"Allegan County, Michigan",23.8,118081,3.1,4.6,10.3,7.6,5,68.3,65.35,6.852938415
"Alpena County, Michigan",25.2,28405,4.7,6.3,14.4,16.5,2,92.2,64.99,4.047628597
"Antrim County, Michigan",23.1,23324,5.1,7.1,12,10.4,4,89.6,65,5.124090136
"Arenac County, Michigan",32.8,14883,6.6,6.9,18.2,19.2,5,59.1,63.31,6.033107419
"Baraga County, Michigan",26.9,8209,6.3,5.2,16.4,15.3,2,63.5,69.69,3.815525566
"Barry County, Michigan",21.2,61550,3.2,4.6,8.7,8.9,7,41.8,68.98,7.758861381
"Bay County, Michigan",21.2,103126,4.7,5.5,16,15.4,7,94,66.19,7.057196558
"Benzie County, Michigan",18.3,17766,5.1,6.4,9.5,7.3,3,74.6,59.98,4.733168703
"Berrien County, Michigan",26,153401,4,7.8,16.5,14.5,4,88.9,62.49,7.580913062
"Branch County, Michigan",24.3,43517,3.9,11.1,15.5,11.2,2,64.2,64.99,4.775813079
"Calhoun County, Michigan",23.5,134159,4.1,5.9,16.9,15,5,73.4,70.28,6.596144108
"Cass County, Michigan",23.1,51787,4.3,7.5,12.1,11.5,4,96.5,63.31,5.892049209
"Charlevoix County, Michigan",22,26143,4.6,6.4,10.8,9.4,5,78.4,68.98,7.6204895
"Cheboygan County, Michigan",27,25276,8.7,7.9,14.8,13.1,2,57.6,69.99,5.158657123
"Chippewa County, Michigan",24,37349,6.3,7.4,18.5,14.4,4,78.8,69.69,4.419893821
"Clare County, Michigan",31.3,30950,6.1,11.4,23.5,21.4,2,74.6,69.99,6.476163736
"Clinton County, Michigan",14.8,79595,3,3.8,9.3,6.7,7,58.8,63.98,8.240226171
"Crawford County, Michigan",20.9,14029,5.6,5.4,15.4,17.4,1,56.7,67.49,5.834721171
"Delta County, Michigan",25.6,35784,5.2,6.1,13.3,14.1,3,83.6,68.94,3.808254036
"Dickinson County, Michigan",25.1,25239,4.2,4.6,13.3,13.4,2,73.7,70.19,3.233229934
"Eaton County, Michigan",17.6,110268,3.4,5.4,10.7,9.8,4,56.4,66.99,7.676965819
"Emmet County, Michigan",19.7,33415,5.4,8.3,9.5,8.8,5,79.1,71.25,8.273944721
"Genesee County, Michigan",24.7,405813,4.9,5.6,19.8,20.6,6,98.7,63.87,7.511655542
"Gladwin County, Michigan",33,25449,5.7,8.5,18.2,19.1,4,71,65,7.10173949
"Gogebic County, Michigan",36.7,13975,5.2,8.4,18.1,16.9,4,83.9,78.75,4.461033736
"Grand Traverse County, Michigan",15.5,93088,3.4,7,10.1,9.8,4,95.1,68.74,6.718029216
"Gratiot County, Michigan",31.5,40711,4.4,5.8,18.3,14.9,3,76.3,69.98,7.061470386
"Hillsdale County, Michigan",28.3,45605,4.2,7.7,16,12.4,5,62.2,69.99,4.747107318
"Houghton County, Michigan",22.6,35684,4.9,7.3,20.9,12.1,3,83.9,69.69,4.361703376
"Huron County, Michigan",29.9,30981,4.4,6.3,12.9,10.8,3,69.5,57.5,4.863947707
"Ingham County, Michigan",19.4,292406,3.5,5.9,20.1,13.3,4,81.3,65.59,8.469942022
"Ionia County, Michigan",22,64697,3.4,6.2,12.8,14.3,5,48.9,65.99,8.443671073
"Iosco County, Michigan",23.7,25127,6,7.2,16.4,17.6,3,87,65,4.578433173
"Iron County, Michigan",37.4,11066,5.5,7.1,14,10.9,3,16.9,64.69,4.153336203
"Isabella County, Michigan",26.3,69872,3.8,8.8,26.5,12.3,5,81.4,75.98,10.24940103
"Jackson County, Michigan",21.8,158510,3.8,6.4,14.1,14,4,72.7,66.99,6.233981566
"Kalamazoo County, Michigan",14.7,265066,3.3,5.7,16.1,12.4,8,96.9,64.31,9.632002655
"Kalkaska County, Michigan",27.9,18038,5.6,9.5,17,14.7,2,47.5,68.74,5.731729933
"Kent County, Michigan",15.3,656955,2.9,6.5,12.6,11.5,8,96.8,67.7,9.467608359
"Keweenaw County, Michigan",32.8,2116,6.9,8.4,12,8.9,1,57.7,65,2.923906151
"Lake County, Michigan",38.7,11853,6.4,7.5,23.8,22,3,5.1,64.47,4.223613776
"Lapeer County, Michigan",20.3,87607,5.4,7.4,10.1,12.1,6,74.3,62.74,5.465450334
"Leelanau County, Michigan",16.1,21761,3.7,5.5,6.2,4.9,3,83.5,69.99,5.207368647
"Lenawee County, Michigan",19.9,98451,3.9,5.9,12.2,11.7,4,78.3,110.17,6.80786146
"Livingston County, Michigan",13.9,191995,3.3,4,5.6,5.2,5,89.9,62.65,8.593336275
"Luce County, Michigan",28.1,6229,6.2,5.8,16.6,14.5,1,1.5,65,2.808882907
"Mackinac County, Michigan",28.6,10799,9.3,10.6,15.9,11.2,5,63.3,69.92,3.228097714
"Macomb County, Michigan",16.1,873972,4.2,5.7,11.3,12,6,98.8,67.5,7.775962961
"Manistee County, Michigan",24.6,24558,5.5,6.8,12.9,12.4,4,64.2,64.98,4.722941677
"Marquette County, Michigan",22.7,66699,4.8,5.3,16.4,11.4,4,89.9,65.28,5.061064569
"Mason County, Michigan",25.8,29144,4.9,6.8,15.1,14,3,64.8,69.99,4.749776234
"Mecosta County, Michigan",25.5,43453,4.7,6.5,21.3,14.3,6,75.9,77.27,7.542023271
"Menominee County, Michigan",27.4,22780,4,4.7,12.8,11.4,4,71.9,71.25,3.726820162
"Midland County, Michigan",19.1,83156,3.7,4.8,10.8,11.8,6,92.8,62.66,9.701851608
"Missaukee County, Michigan",27.5,15118,4.8,8.9,15.6,15.5,3,27.3,59.98,4.819464486
"Monroe County, Michigan",19.5,150500,3.9,4.7,10.6,12.3,9,93.3,102.29,6.496096756
"Montcalm County, Michigan",29.6,63888,4.1,8.1,16.5,14.7,6,70.3,77.27,6.795193141
"Montmorency County, Michigan",29,9328,8.3,8,16.6,12.9,2,0.4,69.99,3.308781362
"Muskegon County, Michigan",22.8,173566,4.3,5.3,17.1,18.8,2,94,69.99,5.5284212
"Newaygo County, Michigan",31,48980,4.2,6.4,17.8,18.2,4,39.3,69.38,6.239147726
"Oakland County, Michigan",12.5,1257584,3.4,4.9,8.6,7.8,7,99.3,68.96,7.22740198
"Oceana County, Michigan",29.8,26467,5.9,9.9,17,15.7,2,37.5,71.38,4.842907257
"Ogemaw County, Michigan",27.8,20997,6.7,7.9,16.9,20.2,6,81.3,66.98,5.311505792
"Ontonagon County, Michigan",34,5720,6.8,8.8,15.3,10.5,2,67.6,65.75,3.377570389
"Osceola County, Michigan",34,23460,4,10.1,19.6,16.3,2,29.8,59.97,4.659159269
"Oscoda County, Michigan",35.3,8241,6.9,13.2,17.3,18.3,2,32.1,67.98,3.322031514
"Otsego County, Michigan",19.7,24668,4.9,6.8,15,14.4,4,85.4,77.91,8.420331451
"Ottawa County, Michigan",14.9,291830,2.8,4.2,8.5,6,11,97.4,64.76,10.97256928
"Presque Isle County, Michigan",30.3,12592,7.6,7.9,14.6,10.5,2,36.3,76.87,3.11711776
"Roscommon County, Michigan",23,24019,7.5,7.6,18.2,16.3,3,94,68.74,4.510094813
"Saginaw County, Michigan",23.7,190539,4.8,5.3,17.7,19.3,6,95.2,65.99,7.28099676
"St. Clair County, Michigan",18.7,159128,4.9,5.6,13.3,14.4,7,81.4,63.7,3.861267911
"St. Joseph County, Michigan",24.7,60964,4.3,8.1,15.6,13,3,80.6,66.25,2.884836373
"Sanilac County, Michigan",29.9,41170,4.7,10.1,15.6,14.6,4,83.6,66.64,7.393407098
"Schoolcraft County, Michigan",29.3,8094,7,6.7,20.5,17.5,4,28.7,65,4.801107724
"Shiawassee County, Michigan",21.8,68122,4.3,5.7,11.4,13.8,1,57.6,69.69,5.303919348
"Tuscola County, Michigan",27.2,52245,5.1,5.9,15.4,15.5,7,65.5,65.16,6.111351713
"Van Buren County, Michigan",24.8,75677,4.6,8.4,15.5,15.9,5,79,64.98,5.645196384
"Washtenaw County, Michigan",12.2,367601,2.9,3.9,14.2,7.8,6,93.3,65.41,8.685749376
"Wayne County, Michigan",27.5,1749343,5.1,7.2,23.1,23.9,7,99.1,85.06,7.444244509
"Wexford County, Michigan",28.6,33631,4.5,8.2,16.3,16.5,1,65.2,64.98,5.047662879
"Aitkin County, Minnesota",27.9,15886,6.2,4.3,13,11,6,51.4,71.52,6.401266445
"Anoka County, Minnesota",11.6,356921,3.1,4.1,6.1,7,6,99,62.26,5.403862161
"Becker County, Minnesota",22,34423,4,7.2,12.3,11.1,9,92.5,47.58,6.507974428
"Beltrami County, Minnesota",20.9,47188,4.3,8.9,18.5,12.8,6,99.2,61.2,7.033186698
"Benton County, Minnesota",19.4,40889,3.9,3.3,12.6,11.6,7,89.7,66.47,9.247272849
"Big Stone County, Minnesota",27.4,4991,4.2,5.3,11.4,6.6,3,92.8,59.95,5.64079293
"Blue Earth County, Minnesota",15.1,67653,2.8,3.7,18.1,8.4,2,77.1,67.96,7.55326525
"Brown County, Minnesota",20.9,25008,3.6,4,7.8,6.4,4,92.3,63.72,8.917172609
"Carlton County, Minnesota",25.7,35871,4.5,4.2,12,9.9,3,79.5,57.64,4.751714975
"Carver County, Minnesota",10.3,105089,2.8,3.1,4,3.6,8,91.7,69.58,8.490158656
"Cass County, Minnesota",22.9,29779,5.5,7.3,14.6,11.5,14,78.1,63.8,6.543325966
"Chippewa County, Minnesota",23.6,11800,3.9,8,9.9,5.8,3,70.6,68.63,8.479369495
"Chisago County, Minnesota",14.9,56579,3.8,3.9,5.6,7.2,4,77.5,60.77,5.276311861
"Clay County, Minnesota",21,64222,3,4.2,11.6,7,11,94.8,49.22,10.37539461
"Clearwater County, Minnesota",27.4,8818,8.2,9.1,17,14.2,4,99.9,48.76,5.001187008
"Cook County, Minnesota",19.2,5463,4.3,5.3,13,6,2,99,59.99,3.649149923
"Cottonwood County, Minnesota",25.8,11196,3.7,5.2,12.5,10.6,7,71.9,68.48,7.500087275
"Crow Wing County, Minnesota",17.8,65055,4.3,5,10.5,7.3,6,92.2,74.3,7.851569831
"Dakota County, Minnesota",11.3,429021,2.9,3.8,6.4,5.4,7,98,61.57,9.033257636
"Dodge County, Minnesota",14.5,20934,3.4,4.3,5.5,5.7,6,74.4,61.57,8.676583623
